train_acc,val_acc,train_loss,val_loss,train_precision,val_precision,train_recall,val_recall
0.03981250151991844,0.03750000149011612,1.0272959470748901,0.14561839401721954,0.8347499966621399,0.9369999766349792,0.8347499966621399,0.9369999766349792
0.0807500034570694,0.07000000029802322,0.22300906479358673,0.10402660071849823,0.9208750128746033,0.953000009059906,0.9208750128746033,0.953000009059906
0.10487499833106995,0.07000000029802322,0.17027001082897186,0.11471324414014816,0.937250018119812,0.9520000219345093,0.937250018119812,0.9520000219345093
0.11756250262260437,0.19099999964237213,0.14825430512428284,0.20394599437713623,0.9470000267028809,0.9340000152587891,0.9470000267028809,0.9340000152587891
0.15531249344348907,0.1535000056028366,0.13624174892902374,0.16063648462295532,0.956125020980835,0.9409999847412109,0.956125020980835,0.9409999847412109
0.18412500619888306,0.18950000405311584,0.12404463440179825,0.08959813416004181,0.9588750004768372,0.9649999737739563,0.9588750004768372,0.9649999737739563
0.20781250298023224,0.23999999463558197,0.11703905463218689,0.09266496449708939,0.9602500200271606,0.9710000157356262,0.9602500200271606,0.9710000157356262
0.22887499630451202,0.18449999392032623,0.11621810495853424,0.08570551872253418,0.9633749723434448,0.9660000205039978,0.9633749723434448,0.9660000205039978
0.2331874966621399,0.18700000643730164,0.1092958152294159,0.09503614902496338,0.968999981880188,0.9649999737739563,0.968999981880188,0.9649999737739563
0.25450000166893005,0.22849999368190765,0.10166717320680618,0.10827817767858505,0.968999981880188,0.9559999704360962,0.968999981880188,0.9559999704360962
0.3075000047683716,0.20600000023841858,0.08975706994533539,0.09112987667322159,0.9739999771118164,0.9660000205039978,0.9739999771118164,0.9660000205039978
0.27906250953674316,0.2175000011920929,0.09311048686504364,0.08708184957504272,0.972000002861023,0.9629999995231628,0.972000002861023,0.9629999995231628
0.2926875054836273,0.33500000834465027,0.08754509687423706,0.0959298387169838,0.9757500290870667,0.9700000286102295,0.9757500290870667,0.9700000286102295
0.3228749930858612,0.390500009059906,0.08602119237184525,0.11471585184335709,0.9758750200271606,0.9710000157356262,0.9758750200271606,0.9710000157356262
0.34450000524520874,0.4020000100135803,0.09070813655853271,0.1542404443025589,0.9771249890327454,0.9620000123977661,0.9771249890327454,0.9620000123977661
0.3310624957084656,0.27149999141693115,0.08681756258010864,0.09427852183580399,0.9777500033378601,0.9610000252723694,0.9777500033378601,0.9610000252723694
0.3720000088214874,0.2985000014305115,0.07117912173271179,0.20095212757587433,0.9798750281333923,0.9480000138282776,0.9798750281333923,0.9480000138282776
0.38062500953674316,0.3095000088214874,0.08099878579378128,0.09310106188058853,0.9785000085830688,0.9729999899864197,0.9785000085830688,0.9729999899864197
0.36899998784065247,0.3384999930858612,0.08352424949407578,0.08479360491037369,0.9773749709129333,0.9700000286102295,0.9773749709129333,0.9700000286102295
0.39375001192092896,0.37549999356269836,0.0799521654844284,0.1026676818728447,0.9779999852180481,0.968999981880188,0.9779999852180481,0.968999981880188
0.38075000047683716,0.34950000047683716,0.0853201299905777,0.1420230269432068,0.9785000085830688,0.9710000157356262,0.9785000085830688,0.9710000157356262
0.375,0.2720000147819519,0.07184933125972748,0.08155595511198044,0.9826250076293945,0.9679999947547913,0.9826250076293945,0.9679999947547913
0.37975001335144043,0.40400001406669617,0.06848374754190445,0.08746068924665451,0.9826250076293945,0.9739999771118164,0.9826250076293945,0.9739999771118164
0.43162500858306885,0.4020000100135803,0.06459411978721619,0.08832835406064987,0.9836249947547913,0.9750000238418579,0.9836249947547913,0.9750000238418579
0.44706249237060547,0.49900001287460327,0.06258746236562729,0.1104281097650528,0.9836249947547913,0.972000002861023,0.9836249947547913,0.972000002861023
0.47843751311302185,0.3095000088214874,0.06743272393941879,0.18412399291992188,0.9827499985694885,0.9409999847412109,0.9827499985694885,0.9409999847412109
0.4543125033378601,0.4749999940395355,0.06985383480787277,0.135752871632576,0.9829999804496765,0.9750000238418579,0.9829999804496765,0.9750000238418579
0.4701874852180481,0.46549999713897705,0.08463446795940399,0.13315355777740479,0.9837499856948853,0.9639999866485596,0.9837499856948853,0.9639999866485596
0.5134999752044678,0.4819999933242798,0.061660636216402054,0.1116408184170723,0.9866250157356262,0.9750000238418579,0.9866250157356262,0.9750000238418579
0.49137499928474426,0.5170000195503235,0.05611627548933029,0.121290422976017,0.987625002861023,0.9769999980926514,0.987625002861023,0.9769999980926514
