train_acc,val_acc,train_loss,val_loss,precision,recall
0.0,0.0,0.18687771260738373,0.06623657047748566,0.9182515144348145,0.9295000433921814
0.0,0.0,0.07785803079605103,0.05662732198834419,0.9672049880027771,0.9732500314712524
0.0002500000118743628,0.0,0.045552726835012436,0.05426139384508133,0.9813387393951416,0.9860000610351562
0.001875000074505806,0.0005000000237487257,0.0388973206281662,0.03885894641280174,0.9852941036224365,0.9882500171661377
0.009125000797212124,0.007500000298023224,0.02606244757771492,0.049913518130779266,0.989531397819519,0.9925000667572021
0.01237500086426735,0.013000000268220901,0.02711372822523117,0.029874738305807114,0.9890301823616028,0.9917500615119934
0.024500001221895218,0.03100000135600567,0.01715429686009884,0.043050795793533325,0.9930139780044556,0.9950000643730164
0.04675000160932541,0.02850000187754631,0.015014806762337685,0.025432193651795387,0.9935048818588257,0.9942500591278076
0.06237500160932541,0.032999999821186066,0.012170922942459583,0.03681432455778122,0.9952535629272461,0.9960000514984131
0.05625000223517418,0.13100001215934753,0.013008775189518929,0.036994338035583496,0.9945096969604492,0.9962500333786011
0.07300000637769699,0.042500000447034836,0.019781699404120445,0.02415451966226101,0.9925112128257751,0.9940000176429749
0.08862500637769699,0.13900001347064972,0.003454353893175721,0.02563786692917347,0.999000072479248,0.999000072479248
0.1288750022649765,0.08550000190734863,0.010102715343236923,0.042638521641492844,0.9960010647773743,0.9962500333786011
0.09137500077486038,0.11900000274181366,0.01480210479348898,0.05499161034822464,0.9945000410079956,0.9945000410079956
0.13250000774860382,0.06850000470876694,0.009382693096995354,0.07171545177698135,0.996749222278595,0.9965000748634338
0.10225000232458115,0.0990000069141388,0.00815366581082344,0.027066586539149284,0.9970029592514038,0.9980000257492065
0.12475000321865082,0.04050000011920929,0.008050521835684776,0.07258467376232147,0.9970008134841919,0.9972500205039978
0.17762501537799835,0.1485000103712082,0.005124324932694435,0.02796979621052742,0.9982504844665527,0.9985000491142273
0.17537501454353333,0.12250000238418579,0.010355373844504356,0.023990267887711525,0.9952523708343506,0.9957500696182251
0.16612501442432404,0.18550001084804535,0.001091450685635209,0.024178598076105118,0.9992504119873047,0.999750018119812
0.21512500941753387,0.22050000727176666,0.00029941604589112103,0.022068645805120468,1.0,1.0
0.2540000081062317,0.28200000524520874,8.202714525396004e-05,0.022347381338477135,1.0,1.0
0.28300002217292786,0.2930000126361847,4.050132702104747e-05,0.02132917195558548,1.0,1.0
0.304375022649765,0.31700000166893005,3.08687194774393e-05,0.02226017601788044,1.0,1.0
0.31837502121925354,0.3395000100135803,2.4662049327162094e-05,0.02293596975505352,1.0,1.0
0.3348750174045563,0.3450000286102295,1.8734201148618013e-05,0.022446656599640846,1.0,1.0
0.351500004529953,0.36250001192092896,1.5272114978870377e-05,0.023016517981886864,1.0,1.0
0.36362501978874207,0.37300002574920654,1.1107564205303788e-05,0.023609237745404243,1.0,1.0
0.3788750171661377,0.3815000057220459,9.01595012692269e-06,0.02341284230351448,1.0,1.0
0.3878750205039978,0.4000000059604645,6.420516001526266e-06,0.025936678051948547,1.0,1.0
0.39887502789497375,0.4000000059604645,5.043193141318625e-06,0.02484758384525776,1.0,1.0
0.40700000524520874,0.42100003361701965,3.8881166801729705e-06,0.028881244361400604,1.0,1.0
0.41700002551078796,0.4195000231266022,3.0295736905827653e-06,0.02711295709013939,1.0,1.0
0.4242500066757202,0.4165000319480896,2.546489213273162e-06,0.026163263246417046,1.0,1.0
0.42875000834465027,0.4125000238418579,1.8254321503263782e-06,0.025756454095244408,1.0,1.0
0.43312501907348633,0.42900002002716064,1.383765720675001e-06,0.029199639335274696,1.0,1.0
0.4388750195503235,0.4255000054836273,1.24975167636876e-06,0.026811176910996437,1.0,1.0
0.44462502002716064,0.42650002241134644,8.460647222818807e-07,0.027585113421082497,1.0,1.0
0.4502500295639038,0.43150001764297485,7.918599749245914e-07,0.029430732131004333,1.0,1.0
0.4517500102519989,0.43150001764297485,5.034829655414796e-07,0.030274832621216774,1.0,1.0
0.4546250104904175,0.4400000274181366,4.5700372197643446e-07,0.030120937153697014,1.0,1.0
0.46037501096725464,0.4425000250339508,2.88656224256556e-07,0.03090352565050125,1.0,1.0
0.4646250307559967,0.4480000138282776,2.555630373990425e-07,0.031203612685203552,1.0,1.0
0.4675000309944153,0.45350003242492676,1.8387153488674812e-07,0.032684508711099625,1.0,1.0
0.46950003504753113,0.4570000171661377,1.8361335207828233e-07,0.03350885584950447,1.0,1.0
0.4722500145435333,0.4540000259876251,1.0765601388129653e-07,0.033123504370450974,1.0,1.0
0.4750000238418579,0.4570000171661377,8.736012091503653e-08,0.0331723727285862,1.0,1.0
0.4775000214576721,0.4610000252723694,6.278816044869018e-08,0.03358812630176544,1.0,1.0
0.4790000319480896,0.4690000116825104,5.478342401943337e-08,0.03769551217556,1.0,1.0
0.4803750216960907,0.46650001406669617,4.578712520242334e-08,0.03518221527338028,1.0,1.0
0.4816250205039978,0.46400001645088196,3.2525100834845944e-08,0.03468429297208786,1.0,1.0
0.4831250309944153,0.4635000228881836,2.5315666007941218e-08,0.03584657981991768,1.0,1.0
0.48475003242492676,0.4540000259876251,2.447903213464997e-08,0.03617963567376137,1.0,1.0
0.4857500195503235,0.468500018119812,2.5098751521568374e-08,0.03625074028968811,1.0,1.0
0.48737502098083496,0.46950003504753113,1.6102447375487827e-08,0.03690222650766373,1.0,1.0
0.48900002241134644,0.47200003266334534,1.5926868712767828e-08,0.03756861388683319,1.0,1.0
0.49037501215934753,0.4725000262260437,1.0039495457192515e-08,0.038108304142951965,1.0,1.0
0.491750031709671,0.4755000174045563,8.686432018123469e-09,0.038604941219091415,1.0,1.0
