train_acc,val_acc,train_loss,val_loss
0.00800000037997961,0.0,0.17535808682441711,0.04871528968214989
0.0062500000931322575,0.0,0.06951615959405899,0.0411362461745739
0.019750000908970833,0.0,0.0595787838101387,0.08554454892873764
0.03412500023841858,0.0020000000949949026,0.053300436586141586,0.056162238121032715
0.048625003546476364,0.008500000461935997,0.049740321934223175,0.028778033331036568
0.09700000286102295,0.0495000034570694,0.04183928668498993,0.0337553396821022
0.13875000178813934,0.10200000554323196,0.035675570368766785,0.027660174295306206
0.14124999940395355,0.10350000858306885,0.028755873441696167,0.024622347205877304
0.18775001168251038,0.07050000131130219,0.025485696271061897,0.024170998483896255
0.1977500021457672,0.08950000256299973,0.022764017805457115,0.03144364804029465
0.18387500941753387,0.06650000065565109,0.02165515348315239,0.025318004190921783
0.1875000149011612,0.08300000429153442,0.018544863909482956,0.023740272969007492
0.22450001537799835,0.11700000613927841,0.019205981865525246,0.026581065729260445
0.24125000834465027,0.05650000274181366,0.020009469240903854,0.02672041393816471
0.20862500369548798,0.14900000393390656,0.01472779642790556,0.025156745687127113
0.2906250059604645,0.1925000101327896,0.013158971443772316,0.025800200179219246
0.25850000977516174,0.13050000369548798,0.012669072486460209,0.022460591048002243
0.26462501287460327,0.18900001049041748,0.01414640061557293,0.026280812919139862
0.312125027179718,0.2645000219345093,0.013477629981935024,0.021426299586892128
0.3257500231266022,0.20750001072883606,0.008487164974212646,0.029663288965821266
0.3095000088214874,0.1810000091791153,0.009196997620165348,0.026013953611254692
0.30925002694129944,0.22150000929832458,0.01585165038704872,0.025262366980314255
0.2941250205039978,0.1600000113248825,0.008338852785527706,0.02369745261967182
0.3386250138282776,0.23850001394748688,0.010258800350129604,0.025358932092785835
0.34175002574920654,0.2540000081062317,0.007917111739516258,0.0327434204518795
0.3683750033378601,0.18700000643730164,0.005940519738942385,0.03442825376987457
0.3607500195503235,0.24500000476837158,0.003941460978239775,0.026893623173236847
0.3711250126361847,0.27549999952316284,0.009831680916249752,0.02365947887301445
0.366875022649765,0.18800000846385956,0.012050796300172806,0.029082974418997765
0.40450000762939453,0.35450002551078796,0.004705625586211681,0.024108903482556343
0.41325002908706665,0.3645000159740448,0.003698357380926609,0.02422638237476349
0.4116250276565552,0.38050001859664917,0.007069828920066357,0.02866596356034279
0.41337502002716064,0.3735000193119049,0.004193078726530075,0.024495920166373253
0.41100001335144043,0.30400002002716064,0.007201288361102343,0.021106384694576263
0.3957500159740448,0.30000001192092896,0.00891810841858387,0.03129604086279869
0.40700000524520874,0.38350000977516174,0.004148127976804972,0.030084270983934402
0.41325002908706665,0.3385000228881836,0.0023960010148584843,0.026867570355534554
0.4087500274181366,0.3695000112056732,0.0020774216391146183,0.031410086899995804
0.4272500276565552,0.42500001192092896,0.008298329077661037,0.0543547123670578
0.3877500295639038,0.36250001192092896,0.025644131004810333,0.030696319416165352
0.38600000739097595,0.32100000977516174,0.011646189726889133,0.026982350274920464
0.3840000033378601,0.31150001287460327,0.008421266451478004,0.02830619364976883
0.38862502574920654,0.36650002002716064,0.006510606035590172,0.037482041865587234
0.398375004529953,0.37450000643730164,0.008383974432945251,0.03137591481208801
0.4113750159740448,0.36650002002716064,0.006555965170264244,0.028221238404512405
0.39100003242492676,0.2815000116825104,0.009364482946693897,0.022063415497541428
0.3973750174045563,0.38600000739097595,0.00975369568914175,0.026396431028842926
0.4190000295639038,0.3960000276565552,0.00528705446049571,0.025094836950302124
0.42912501096725464,0.39400002360343933,0.004661826882511377,0.031167995184659958
0.42612501978874207,0.42100003361701965,0.0037578027695417404,0.0314670130610466
0.4398750066757202,0.3775000274181366,0.004852054174989462,0.02702813781797886
0.44600000977516174,0.42650002241134644,0.003021084237843752,0.04577932506799698
0.4206250309944153,0.4205000102519989,0.014774031937122345,0.03192053362727165
0.43675002455711365,0.4180000126361847,0.0037220376543700695,0.03197477012872696
0.4463750123977661,0.42600002884864807,0.003461235435679555,0.029857506975531578
0.4516250193119049,0.4130000174045563,0.0044629862532019615,0.024790329858660698
0.4532500207424164,0.43800002336502075,0.004257768392562866,0.04122095927596092
0.4427500069141388,0.4305000305175781,0.0030978720169514418,0.03206387534737587
0.4466250240802765,0.4220000207424164,0.0007797665311954916,0.02823900431394577
0.44187501072883606,0.41850000619888306,0.008832640945911407,0.028565770015120506
0.44225001335144043,0.4335000216960907,0.004415595438331366,0.0277439933270216
0.4543750286102295,0.47350001335144043,0.003899628994986415,0.08733437210321426
0.4452500343322754,0.41600000858306885,0.004955706186592579,0.03238996863365173
0.4466250240802765,0.40550002455711365,0.00315105845220387,0.030728910118341446
0.43912503123283386,0.4035000205039978,0.007931633852422237,0.030894527211785316
0.44862502813339233,0.4345000088214874,0.0031378446146845818,0.041429053992033005
0.45500001311302185,0.42000001668930054,0.004392205737531185,0.032984331250190735
0.4571250081062317,0.42500001192092896,0.004022757988423109,0.0339953675866127
0.47187501192092896,0.43950003385543823,0.0012378914980217814,0.03620370477437973
0.4582500159740448,0.41350001096725464,0.005336950533092022,0.031413640826940536
0.44437500834465027,0.4065000116825104,0.005674091167747974,0.031965672969818115
0.44962501525878906,0.4515000283718109,0.0036405548453330994,0.04085550457239151
0.4673750102519989,0.445000022649765,0.00236832769587636,0.038557495921850204
0.47175002098083496,0.4465000331401825,0.0005780960782431066,0.03807082772254944
0.4738750159740448,0.4400000274181366,0.0004102734965272248,0.036915767937898636
0.4710000157356262,0.4285000264644623,0.0034835156984627247,0.06889431923627853
0.45250001549720764,0.4230000078678131,0.009286824613809586,0.03219980001449585
0.46925002336502075,0.42250001430511475,0.004203342366963625,0.030918234959244728
0.483875036239624,0.40450000762939453,0.0011988310143351555,0.04218912124633789
