train_acc,val_acc,train_loss,val_loss,train_precision,val_precision,train_recall,val_recall
0.042249999940395355,0.10750000178813934,0.9990905523300171,0.37945932149887085,0.8220000267028809,0.8489999771118164,0.8220000267028809,0.8489999771118164
0.12925000488758087,0.13099999725818634,0.22277817130088806,0.1557878702878952,0.9316250085830688,0.9309999942779541,0.9316250085830688,0.9309999942779541
0.20212499797344208,0.2304999977350235,0.16273801028728485,0.11226332187652588,0.9505000114440918,0.9670000076293945,0.9505000114440918,0.9670000076293945
0.27687498927116394,0.3215000033378601,0.1334456503391266,0.14844825863838196,0.9628750085830688,0.9620000123977661,0.9628750085830688,0.9620000123977661
0.34168750047683716,0.27300000190734863,0.11796684563159943,0.10165125131607056,0.9701250195503235,0.9610000252723694,0.9701250195503235,0.9610000252723694
0.3803749978542328,0.36399999260902405,0.10940372943878174,0.2653529644012451,0.972000002861023,0.9309999942779541,0.972000002861023,0.9309999942779541
0.4023750126361847,0.503000020980835,0.08930348604917526,0.11287014931440353,0.9773749709129333,0.9789999723434448,0.9773749709129333,0.9789999723434448
0.42012500762939453,0.5090000033378601,0.10131099820137024,0.30734220147132874,0.9775000214576721,0.953000009059906,0.9775000214576721,0.953000009059906
0.45631250739097595,0.4090000092983246,0.07847023010253906,0.04371281713247299,0.9810000061988831,0.9819999933242798,0.9810000061988831,0.9819999933242798
0.49268749356269836,0.4984999895095825,0.07937700301408768,0.06772266328334808,0.9828749895095825,0.984000027179718,0.9828749895095825,0.984000027179718
0.4970625042915344,0.5559999942779541,0.0704796314239502,0.1378697156906128,0.9850000143051147,0.9789999723434448,0.9850000143051147,0.9789999723434448
0.518875002861023,0.5274999737739563,0.061121996492147446,0.19450052082538605,0.9883750081062317,0.972000002861023,0.9883750081062317,0.972000002861023
0.5324375033378601,0.5099999904632568,0.05168210342526436,0.3781629204750061,0.9909999966621399,0.9470000267028809,0.9909999966621399,0.9470000267028809
0.5428125262260437,0.5734999775886536,0.05857151746749878,0.11433403193950653,0.9900000095367432,0.984000027179718,0.9900000095367432,0.984000027179718
0.5633124709129333,0.546500027179718,0.0504128597676754,0.2510569989681244,0.9906250238418579,0.972000002861023,0.9906250238418579,0.972000002861023
0.5776249766349792,0.6169999837875366,0.03654059022665024,0.109903983771801,0.9927499890327454,0.9860000014305115,0.9927499890327454,0.9860000014305115
0.5691249966621399,0.5199999809265137,0.052606817334890366,0.06750133633613586,0.9890000224113464,0.9850000143051147,0.9890000224113464,0.9850000143051147
0.5906875133514404,0.6439999938011169,0.026341496035456657,0.1404808610677719,0.9937499761581421,0.984000027179718,0.9937499761581421,0.984000027179718
0.6708750128746033,0.5550000071525574,0.05260990932583809,0.06239616125822067,0.9937499761581421,0.9890000224113464,0.9937499761581421,0.9890000224113464
0.5913125276565552,0.5950000286102295,0.03590188920497894,0.09889287501573563,0.9938750267028809,0.9850000143051147,0.9938750267028809,0.9850000143051147
0.5914999842643738,0.5910000205039978,0.036238767206668854,0.08965236693620682,0.9923750162124634,0.9860000014305115,0.9923750162124634,0.9860000014305115
0.6599375009536743,0.6995000243186951,0.028365887701511383,0.11961159855127335,0.9955000281333923,0.9879999756813049,0.9955000281333923,0.9879999756813049
0.7067499756813049,0.6614999771118164,0.03082645684480667,0.272780179977417,0.9943749904632568,0.9819999933242798,0.9943749904632568,0.9819999933242798
0.7206875085830688,0.684499979019165,0.03540423884987831,0.7533503770828247,0.9957500100135803,0.9490000009536743,0.9957500100135803,0.9490000009536743
0.726812481880188,0.7490000128746033,0.04210168868303299,0.29515784978866577,0.9950000047683716,0.9789999723434448,0.9950000047683716,0.9789999723434448
0.710812509059906,0.6779999732971191,0.04385979101061821,0.1475086212158203,0.9955000281333923,0.9869999885559082,0.9955000281333923,0.9869999885559082
0.6977499723434448,0.7369999885559082,0.026452837511897087,0.10073452442884445,0.9953749775886536,0.9869999885559082,0.9953749775886536,0.9869999885559082
0.7880625128746033,0.7795000076293945,0.03022782877087593,0.18275302648544312,0.9962499737739563,0.9860000014305115,0.9962499737739563,0.9860000014305115
0.7706249952316284,0.7400000095367432,0.036623936146497726,0.22020623087882996,0.9966250061988831,0.984000027179718,0.9966250061988831,0.984000027179718
0.7743124961853027,0.8105000257492065,0.01825890690088272,0.878037691116333,0.9971250295639038,0.9629999995231628,0.9971250295639038,0.9629999995231628
