train_acc,val_acc,train_loss,val_loss,precision,recall
0.03400000184774399,0.08950000256299973,0.739547610282898,0.08666188269853592,0.8483750224113464,0.8483750224113464
0.1470624953508377,0.2175000011920929,0.1558578908443451,0.17686299979686737,0.9522500038146973,0.9522500038146973
0.23774999380111694,0.2775000035762787,0.11002125591039658,0.07178852707147598,0.9664999842643738,0.9664999842643738
0.3003750145435333,0.31075000762939453,0.09259842336177826,0.05916893109679222,0.9760000109672546,0.9760000109672546
0.3386875092983246,0.328000009059906,0.0805831253528595,0.06887368112802505,0.9806249737739563,0.9806249737739563
0.4088124930858612,0.429749995470047,0.06766286492347717,0.14369843900203705,0.9862499833106995,0.9862499833106995
0.44218748807907104,0.4387499988079071,0.05481432378292084,0.030187387019395828,0.987625002861023,0.987625002861023
0.4612500071525574,0.41324999928474426,0.050455838441848755,0.08460278064012527,0.9896249771118164,0.9896249771118164
0.46656250953674316,0.4727500081062317,0.05558409541845322,0.04609842225909233,0.9917500019073486,0.9917500019073486
0.5019375085830688,0.4637500047683716,0.04794822633266449,0.05337679758667946,0.9912499785423279,0.9912499785423279
0.5326250195503235,0.5072500109672546,0.04038622975349426,0.05465324968099594,0.9942499995231628,0.9942499995231628
0.5525000095367432,0.5680000185966492,0.0354277603328228,0.08498530089855194,0.9937499761581421,0.9937499761581421
0.620312511920929,0.6320000290870667,0.03865306079387665,0.09401251375675201,0.9955000281333923,0.9955000281333923
0.6128749847412109,0.5764999985694885,0.03892677649855614,0.07719097286462784,0.9952499866485596,0.9952499866485596
0.6042500138282776,0.6334999799728394,0.03351617977023125,0.066633440554142,0.996999979019165,0.996999979019165
0.6413124799728394,0.6612499952316284,0.024813899770379066,0.10064489394426346,0.996999979019165,0.996999979019165
0.6664999723434448,0.6489999890327454,0.027137989178299904,0.18550342321395874,0.9956250190734863,0.9956250190734863
0.6468750238418579,0.6775000095367432,0.028828831389546394,0.2706849277019501,0.9962499737739563,0.9962499737739563
0.6774374842643738,0.6482499837875366,0.039694301784038544,0.05649169906973839,0.9959999918937683,0.9959999918937683
0.6858124732971191,0.6859999895095825,0.030331352725625038,0.12747196853160858,0.9972500205039978,0.9972500205039978
