train_acc,val_acc,train_loss,val_loss
0.012875000946223736,0.0035000001080334187,0.09250903129577637,0.06290339678525925
0.05275000259280205,0.007500000298023224,0.05389777570962906,0.041843097656965256
0.061250001192092896,0.013500000350177288,0.03241214528679848,0.043236296623945236
0.06975000351667404,0.05300000309944153,0.02778775617480278,0.025885414332151413
0.11375000327825546,0.16750000417232513,0.03452064096927643,0.028796453028917313
0.12150000780820847,0.2880000174045563,0.016241345554590225,0.09095597267150879
0.1380000114440918,0.13650000095367432,0.018657783046364784,0.023771200329065323
0.16062501072883606,0.15950000286102295,0.01306977216154337,0.029477955773472786
0.1522500067949295,0.08550000190734863,0.0173780620098114,0.03768469765782356
0.18412500619888306,0.1315000057220459,0.015236741863191128,0.02953803539276123
0.1876250058412552,0.09000000357627869,0.00761067122220993,0.054431308060884476
0.24700000882148743,0.25550001859664917,0.02751922607421875,0.029066314920783043
0.23912501335144043,0.24400001764297485,0.006719409488141537,0.027775797992944717
0.22687500715255737,0.2045000046491623,0.016305027529597282,0.027000563219189644
0.22487501800060272,0.21850000321865082,0.013390476815402508,0.026816165074706078
0.25462502241134644,0.25850000977516174,0.0026318728923797607,0.02561367116868496
0.2826250195503235,0.24450001120567322,0.002940686186775565,0.02901047095656395
0.3072500228881836,0.242000013589859,0.001974452519789338,0.03677864745259285
0.31175002455711365,0.3760000169277191,0.0030253895092755556,0.04329443722963333
0.3570000231266022,0.3500000238418579,0.033541012555360794,0.033540062606334686
0.37825003266334534,0.37550002336502075,0.0020740379113703966,0.03544091060757637
0.3851250112056732,0.3490000069141388,0.001059077330864966,0.03750857338309288
0.390375018119812,0.3895000219345093,0.0006102742627263069,0.03598381206393242
0.4000000059604645,0.38450002670288086,0.00027691604918800294,0.038306739181280136
0.4071250259876251,0.39400002360343933,0.00039865056169219315,0.03814337030053139
0.4085000157356262,0.4090000092983246,0.0001990651071537286,0.04510144889354706
0.4022500216960907,0.3680000305175781,0.0028474002610892057,0.03593706339597702
0.3752500116825104,0.3840000033378601,0.013636983931064606,0.05383487790822983
0.3673750162124634,0.40400001406669617,0.004216640256345272,0.04344508424401283
