train_acc,val_acc,train_loss,val_loss,train_precision,val_precision,train_recall,val_recall
0.020124999806284904,0.10050000250339508,0.9555445313453674,0.18690872192382812,0.8431249856948853,0.9330000281333923,0.8431249856948853,0.9330000281333923
0.09925000369548798,0.07750000059604645,0.16200146079063416,0.12249670922756195,0.9465000033378601,0.9509999752044678,0.9465000033378601,0.9509999752044678
0.1628749966621399,0.17550000548362732,0.11493000388145447,0.08770724385976791,0.9663749933242798,0.9710000157356262,0.9663749933242798,0.9710000157356262
0.27287501096725464,0.24650000035762787,0.09685784578323364,0.05674353986978531,0.9760000109672546,0.9800000190734863,0.9760000109672546,0.9800000190734863
0.32106250524520874,0.38350000977516174,0.07924217730760574,0.08931387215852737,0.9819999933242798,0.9819999933242798,0.9819999933242798,0.9819999933242798
0.34962499141693115,0.3725000023841858,0.06362102180719376,0.08030708134174347,0.984125018119812,0.9800000190734863,0.984125018119812,0.9800000190734863
0.41850000619888306,0.37299999594688416,0.05692620202898979,0.11883833259344101,0.9869999885559082,0.9729999899864197,0.9869999885559082,0.9729999899864197
0.437375009059906,0.48750001192092896,0.05384644865989685,0.09243810921907425,0.9884999990463257,0.984000027179718,0.9884999990463257,0.984000027179718
0.48112499713897705,0.47099998593330383,0.04724184423685074,0.1375606656074524,0.9916250109672546,0.9670000076293945,0.9916250109672546,0.9670000076293945
0.5208749771118164,0.5224999785423279,0.04270397126674652,0.0889391154050827,0.9915000200271606,0.984000027179718,0.9915000200271606,0.984000027179718
0.5191875100135803,0.5189999938011169,0.041355524212121964,0.08766371756792068,0.9948750138282776,0.984000027179718,0.9948750138282776,0.984000027179718
0.5625,0.5684999823570251,0.03129582852125168,0.15914300084114075,0.9948750138282776,0.9769999980926514,0.9948750138282776,0.9769999980926514
0.574874997138977,0.5419999957084656,0.04233986884355545,0.05886860564351082,0.9936249852180481,0.9869999885559082,0.9936249852180481,0.9869999885559082
0.5378749966621399,0.5494999885559082,0.03159353509545326,0.05102669820189476,0.9942499995231628,0.9909999966621399,0.9942499995231628,0.9909999966621399
0.5646874904632568,0.6159999966621399,0.028548700734972954,0.09864543378353119,0.9953749775886536,0.9850000143051147,0.9953749775886536,0.9850000143051147
0.6153749823570251,0.640999972820282,0.021555816754698753,0.13699676096439362,0.9966250061988831,0.9869999885559082,0.9966250061988831,0.9869999885559082
0.6543124914169312,0.6539999842643738,0.02570413239300251,0.1379888653755188,0.9971250295639038,0.984000027179718,0.9971250295639038,0.984000027179718
0.6145625114440918,0.6265000104904175,0.032850395888090134,0.18862669169902802,0.9963750243186951,0.9810000061988831,0.9963750243186951,0.9810000061988831
0.6136249899864197,0.5964999794960022,0.025974374264478683,0.20651045441627502,0.9966250061988831,0.9819999933242798,0.9966250061988831,0.9819999933242798
0.6549375057220459,0.6744999885559082,0.016614526510238647,0.10916148871183395,0.9973750114440918,0.9879999756813049,0.9973750114440918,0.9879999756813049
